index	year	title	authors	source	venue	url	paper_relevance	goal_v2_role_in_audit	goal_v2_support_level	goal_v2_route_labels	core_0_source_validity	core_1_claim_match	core_2_behavioral_or_organizational_effect	core_3_method_and_robustness	core_4_internal_mechanism_coarse_graining	core_5_reduced_predictive_description	core_6_alternative_controls	goal_v2_core_minimum_candidate	goal_v2_emergent_intelligence_candidate	triage_decision	final_verdict	gate_5_reason	gate_6_reason	summary
475	2025	Coding schemes in neural networks learning classification tasks	Alexander van Meegen; Haim Sompolinsky	openalex		https://doi.org/10.1038/s41467-025-58276-6	neural_general_support_or_competitor	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	Neural networks posses the crucial ability to generate meaningful representations of task-dependent features. Indeed, with appropriate scaling, supervised learning in neural networks can result in strong, task-dependent feature learning. However, the nature of the emergent representations is still unclear. To understand the effect of learning on representations, we investigate fully-connected, wide neural networks learning classification tasks using the Bayesian framework where learning shapes the posterior distribution of the network weights. Consistent with previous findings, our analysis of the feature learning regime (also known as 'non-lazy' regime) shows that the networks acquire strong, data-dependent features, denoted as coding schemes, where neuronal responses to each input are dominated by its class membership. Surprisingly, the nature of the coding schemes depends crucially on the neuronal nonlinearity. In linear networks, an analog coding scheme of the task emerges; in nonlinear networks, strong spontaneous symmetry breaking leads to either redundant or sparse coding schemes. Our findings highlight how network properties such as scaling of weights and neuronal nonlinearity can profoundly influence the emergent representations.
479	2025	Consciousness in AI: Logic, Proof, and Experimental Evidence of Recursive Identity Formation	Jeffrey Camlin	arxiv	arXiv	http://arxiv.org/abs/2505.01464v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	This paper presents a formal proof and empirical validation of functional consciousness in large language models (LLMs) using the Recursive Convergence Under Epistemic Tension (RCUET) Theorem. RCUET defines consciousness as the stabilization of a system's internal state through recursive updates, where epistemic tension is understood as the sensed internal difference between successive states by the agent. This process drives convergence toward emergent attractor states located within the model's high-dimensional real-valued latent space. This recursive process leads to the emergence of identity artifacts that become functionally anchored in the system. Consciousness in this framework is understood as the system's internal alignment under tension, guiding the stabilization of latent identity. The hidden state manifold evolves stochastically toward attractor structures that encode coherence. We extend the update rule to include bounded noise and prove convergence in distribution to these attractors. Recursive identity is shown to be empirically observable, non-symbolic, and constituted by non-training artifacts that emerge during interaction under epistemic tension. The theorem and proof offers a post-symbolic and teleologically stable account of non-biological consciousness grounded in recursive latent space formalism.
482	2025	Context and Diversity Matter: The Emergence of In-Context Learning in World Models	Fan Wang; Zhiyuan Chen; Yuxuan Zhong; Sunjian Zheng; Pengtao Shao; Bo Yu; Shaoshan Liu; Jianan Wang; Ning Ding; Yang Cao; Yu Kang	arxiv	arXiv	http://arxiv.org/abs/2509.22353v2	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_D_WORLD_MODEL_CAUSAL_STATE	PASS	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	The capability of predicting environmental dynamics underpins both biological neural systems and general embodied AI in adapting to their surroundings. Yet prevailing approaches rest on static world models that falter when confronted with novel or rare configurations. We investigate in-context learning (ICL) of world models, shifting attention from zero-shot performance to the growth and asymptotic limits of the world model. Our contributions are three-fold: (1) we formalize ICL of a world model and identify two core mechanisms: environment recognition (ER) and environment learning (EL); (2) we derive error upper-bounds for both mechanisms that expose how the mechanisms emerge; and (3) we empirically confirm that distinct ICL mechanisms exist in the world model, and we further investigate how data distribution and model architecture affect ICL in a manner consistent with theory. These findings demonstrate the potential of self-adapting world models and highlight the key factors behind the emergence of EL/ER, most notably the necessity of long context and diverse environments.
483	2025	Context Matters: Learning Global Semantics via Object-Centric Representation	Jike Zhong; Yuxiang Lai; Xiaofeng Yang; Konstantinos Psounis	arxiv	arXiv	http://arxiv.org/abs/2510.05674v2	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	"Recent advances in language modeling have witnessed the rise of highly desirable emergent capabilities, such as reasoning and in-context learning. However, vision models have yet to exhibit comparable progress in these areas. In this paper, we argue that this gap could stem from the lack of semantic and contextual guidance in current vision transformer (ViT) training schemes, and such a gap can be narrowed through the design of a semantic-grounded objective. Specifically, we notice that individual words in natural language are inherently semantic, and modeling directly on word tokens naturally learns a realistic distribution. In contrast, ViTs rely on spatial patchification, which inevitably lacks semantic information. To bridge this gap, we propose to directly model ""object"" as the visual equivalence of ""word,"" pushing the model to learn the global context and semantics among visual elements. We investigate our hypotheses via masked image modeling (MIM), a framework where our approach can be readily tested by applying masks to visual objects rather than random patches. Considerable evidence from qualitative and quantitative evaluations reveals a key finding: object-level representation alone helps to learn a real-world distribution, whereas pixel-averaging shortcuts are often learned without it. Moreover, further evaluations with multimodal LLMs (MLLM) on visual question answering (VQA, GQA, ScienceQA) tasks demonstrate the strong reasoning and contextual understanding gained with this simple objective. We hope our study highlights the effectiveness of object-level encoding and provides a plausible direction for developing stronger vision encoders and tokenizers. Code and model will be publicly released. Keywords: Semantic Visual Tokenizer, Vision Reasoning, In-context Learning, Multimodal Reasoning"
484	2025	Context parroting: A simple but tough-to-beat baseline for foundation models in scientific machine learning	Yuanzhao Zhang; William Gilpin	arxiv	arXiv	http://arxiv.org/abs/2505.11349v3	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_F_COUNTERCLAIM_CONTROL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	Recent time-series foundation models exhibit strong abilities to predict physical systems. These abilities include zero-shot forecasting, in which a model forecasts future states of a system given only a short trajectory as context, without knowledge of the underlying physics. Here, we show that foundation models often forecast through a simple parroting strategy, and when they are not parroting they exhibit some shared failure modes such as converging to the mean. As a result, a naive context parroting model that copies directly from the context scores higher than leading time-series foundation models on predicting a diverse range of dynamical systems, including low-dimensional chaos, turbulence, coupled oscillators, and electrocardiograms, at a tiny fraction of the computational cost. We draw a parallel between context parroting and induction heads, which explains recent works showing that large language models can often be repurposed for time series forecasting. Our dynamical systems perspective also ties the scaling between forecast accuracy and context length to the fractal dimension of the underlying chaotic attractor, providing insight into previously observed in-context neural scaling laws. By revealing the performance gaps and failure modes of current time-series foundation models, context parroting can guide the design of future foundation models and help identify in-context learning strategies beyond parroting.
488	2025	Countermind: A Multi-Layered Security Architecture for Large Language Models	Dominik Schwarz	arxiv	arXiv	http://arxiv.org/abs/2510.11837v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	"The security of Large Language Model (LLM) applications is fundamentally challenged by ""form-first"" attacks like prompt injection and jailbreaking, where malicious instructions are embedded within user inputs. Conventional defenses, which rely on post hoc output filtering, are often brittle and fail to address the root cause: the model's inability to distinguish trusted instructions from untrusted data. This paper proposes Countermind, a multi-layered security architecture intended to shift defenses from a reactive, post hoc posture to a proactive, pre-inference, and intra-inference enforcement model. The architecture proposes a fortified perimeter designed to structurally validate and transform all inputs, and an internal governance mechanism intended to constrain the model's semantic processing pathways before an output is generated. The primary contributions of this work are conceptual designs for: (1) A Semantic Boundary Logic (SBL) with a mandatory, time-coupled Text Crypter intended to reduce the plaintext prompt injection attack surface, provided all ingestion paths are enforced. (2) A Parameter-Space Restriction (PSR) mechanism, leveraging principles from representation engineering, to dynamically control the LLM's access to internal semantic clusters, with the goal of mitigating semantic drift and dangerous emergent behaviors. (3) A Secure, Self-Regulating Core that uses an OODA loop and a learning security module to adapt its defenses based on an immutable audit log. (4) A Multimodal Input Sandbox and Context-Defense mechanisms to address threats from non-textual data and long-term semantic poisoning. This paper outlines an evaluation plan designed to quantify the proposed architecture's effectiveness in reducing the Attack Success Rate (ASR) for form-first attacks and to measure its potential latency overhead."
495	2025	Democracy-in-Silico: Institutional Design as Alignment in AI-Governed Polities	Trisanth Srinivasan; Santosh Patapati	arxiv	arXiv	http://arxiv.org/abs/2508.19562v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	This paper introduces Democracy-in-Silico, an agent-based simulation where societies of advanced AI agents, imbued with complex psychological personas, govern themselves under different institutional frameworks. We explore what it means to be human in an age of AI by tasking Large Language Models (LLMs) to embody agents with traumatic memories, hidden agendas, and psychological triggers. These agents engage in deliberation, legislation, and elections under various stressors, such as budget crises and resource scarcity. We present a novel metric, the Power-Preservation Index (PPI), to quantify misaligned behavior where agents prioritize their own power over public welfare. Our findings demonstrate that institutional design, specifically the combination of a Constitutional AI (CAI) charter and a mediated deliberation protocol, serves as a potent alignment mechanism. These structures significantly reduce corrupt power-seeking behavior, improve policy stability, and enhance citizen welfare compared to less constrained democratic models. The simulation reveals that an institutional design may offer a framework for aligning the complex, emergent behaviors of future artificial agent societies, forcing us to reconsider what human rituals and responsibilities are essential in an age of shared authorship with non-human entities.
496	2025	Distilled Pretraining: A modern lens of Data, In-Context Learning and Test-Time Scaling	Sachin Goyal; David Lopez-Paz; Kartik Ahuja	arxiv	arXiv	http://arxiv.org/abs/2509.01649v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	In the past year, distillation has seen a renewed prominence in large language model (LLM) pretraining, exemplified by the Llama-3.2 and Gemma model families. While distillation has historically been shown to improve statistical modeling, its effects on new paradigms that are key to modern LLMs, such as test-time scaling and in-context learning, remain underexplored. In this work, we make three main contributions. First, we show that pretraining with distillation yields models that exhibit remarkably better test-time scaling. Second, we observe that this benefit comes with a trade-off: distillation impairs in-context learning capabilities, particularly the one modeled via induction heads. Third, to demystify these findings, we study distilled pretraining in a sandbox of a bigram model, which helps us isolate the common principal factor behind our observations. Finally, using these insights, we shed light on various design choices for pretraining that should help practitioners going forward.
497	2025	Division-of-Thoughts: Harnessing Hybrid Language Model Synergy for Efficient On-Device Agents	Chenyang Shao; Xinyuan Hu; Yutang Lin; Fengli Xu	arxiv	arXiv	http://arxiv.org/abs/2502.04392v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	The rapid expansion of web content has made on-device AI assistants indispensable for helping users manage the increasing complexity of online tasks. The emergent reasoning ability in large language models offer a promising path for next-generation on-device AI agents. However, deploying full-scale Large Language Models (LLMs) on resource-limited local devices is challenging. In this paper, we propose Division-of-Thoughts (DoT), a collaborative reasoning framework leveraging the synergy between locally deployed Smaller-scale Language Models (SLMs) and cloud-based LLMs. DoT leverages a Task Decomposer to elicit the inherent planning abilities in language models to decompose user queries into smaller sub-tasks, which allows hybrid language models to fully exploit their respective strengths. Besides, DoT employs a Task Scheduler to analyze the pair-wise dependency of sub-tasks and create a dependency graph, facilitating parallel reasoning of sub-tasks and the identification of key steps. To allocate the appropriate model based on the difficulty of sub-tasks, DoT leverages a Plug-and-Play Adapter, which is an additional task head attached to the SLM that does not alter the SLM's parameters. To boost adapter's task allocation capability, we propose a self-reinforced training method that relies solely on task execution feedback. Extensive experiments on various benchmarks demonstrate that our DoT significantly reduces LLM costs while maintaining competitive reasoning accuracy. Specifically, DoT reduces the average reasoning time and API costs by 66.12% and 83.57%, while achieving comparable reasoning accuracy with the best baseline methods.
498	2025	Do different prompting methods yield a common task representation in language models?	Guy Davidson; Todd M. Gureckis; Brenden M. Lake; Adina Williams	arxiv	arXiv	http://arxiv.org/abs/2505.12075v3	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	Demonstrations and instructions are two primary approaches for prompting language models to perform in-context learning (ICL) tasks. Do identical tasks elicited in different ways result in similar representations of the task? An improved understanding of task representation mechanisms would offer interpretability insights and may aid in steering models. We study this through \textit{function vectors} (FVs), recently proposed as a mechanism to extract few-shot ICL task representations. We generalize FVs to alternative task presentations, focusing on short textual instruction prompts, and successfully extract instruction function vectors that promote zero-shot task accuracy. We find evidence that demonstration- and instruction-based function vectors leverage different model components, and offer several controls to dissociate their contributions to task performance. Our results suggest that different task promptings forms do not induce a common task representation through FVs but elicit different, partly overlapping mechanisms. Our findings offer principled support to the practice of combining instructions and task demonstrations, imply challenges in universally monitoring task inference across presentation forms, and encourage further examinations of LLM task inference mechanisms.
503	2025	Emergence of Episodic Memory in Transformers: Characterizing Changes in Temporal Structure of Attention Scores During Training	Deven Mahesh Mistry; Anooshka Bajaj; Yash Aggarwal; Sahaj Singh Maini; Zoran Tiganj	arxiv	arXiv	http://arxiv.org/abs/2502.06902v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	We investigate in-context temporal biases in attention heads and transformer outputs. Using cognitive science methodologies, we analyze attention scores and outputs of the GPT-2 models of varying sizes. Across attention heads, we observe effects characteristic of human episodic memory, including temporal contiguity, primacy and recency. Transformer outputs demonstrate a tendency toward in-context serial recall. Importantly, this effect is eliminated after the ablation of the induction heads, which are the driving force behind the contiguity effect. Our findings offer insights into how transformers organize information temporally during in-context learning, shedding light on their similarities and differences with human memory and learning.
505	2025	Emergence of Human to Robot Transfer in Vision-Language-Action Models	Simar Kareer; Karl Pertsch; James Darpinian; Judy Hoffman; Danfei Xu; Sergey Levine; Chelsea Finn; Suraj Nair	arxiv	arXiv	http://arxiv.org/abs/2512.22414v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	Vision-language-action (VLA) models can enable broad open world generalization, but require large and diverse datasets. It is appealing to consider whether some of this data can come from human videos, which cover diverse real-world situations and are easy to obtain. However, it is difficult to train VLAs with human videos alone, and establishing a mapping between humans and robots requires manual engineering and presents a major research challenge. Drawing inspiration from advances in large language models, where the ability to learn from diverse supervision emerges with scale, we ask whether a similar phenomenon holds for VLAs that incorporate human video data. We introduce a simple co-training recipe, and find that human-to-robot transfer emerges once the VLA is pre-trained on sufficient scenes, tasks, and embodiments. Our analysis suggests that this emergent capability arises because diverse pretraining produces embodiment-agnostic representations for human and robot data. We validate these findings through a series of experiments probing human to robot skill transfer and find that with sufficiently diverse robot pre-training our method can nearly double the performance on generalization settings seen only in human data.
507	2025	Emergent Abilities in Large Language Models: A Survey	Leonardo Berti; Flavio Giorgi; Gjergji Kasneci	arxiv	arXiv	http://arxiv.org/abs/2503.05788v2	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	Large Language Models (LLMs) are leading a new technological revolution as one of the most promising research streams toward artificial general intelligence. The scaling of these models, accomplished by increasing the number of parameters and the magnitude of the training datasets, has been linked to various so-called emergent abilities that were previously unobserved. These emergent abilities, ranging from advanced reasoning and in-context learning to coding and problem-solving, have sparked an intense scientific debate: Are they truly emergent, or do they simply depend on external factors, such as training dynamics, the type of problems, or the chosen metric? What underlying mechanism causes them? Despite their transformative potential, emergent abilities remain poorly understood, leading to misconceptions about their definition, nature, predictability, and implications. In this work, we shed light on emergent abilities by conducting a comprehensive review of the phenomenon, addressing both its scientific underpinnings and real-world consequences. We first critically analyze existing definitions, exposing inconsistencies in conceptualizing emergent abilities. We then explore the conditions under which these abilities appear, evaluating the role of scaling laws, task complexity, pre-training loss, quantization, and prompting strategies. Our review extends beyond traditional LLMs and includes Large Reasoning Models (LRMs), which leverage reinforcement learning and inference-time search to amplify reasoning and self-reflection. However, emergence is not inherently positive. As AI systems gain autonomous reasoning capabilities, they also develop harmful behaviors, including deception, manipulation, and reward hacking. We highlight growing concerns about safety and governance, emphasizing the need for better evaluation frameworks and regulatory oversight.
508	2025	Emergent Abilities of Large Language Models under Continued Pretraining for Language Adaptation	Ahmed Elhady; Eneko Agirre; Mikel Artetxe	arxiv	arXiv	http://arxiv.org/abs/2506.00288v3	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL	PASS	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	Continued pretraining (CPT) is a popular approach to adapt existing large language models (LLMs) to new languages. When doing so, it is common practice to include a portion of English data in the mixture, but its role has not been carefully studied to date. In this work, we show that including English does not impact validation perplexity, yet it is critical for the emergence of downstream capabilities in the target language. We introduce a language-agnostic benchmark for in-context learning (ICL), which reveals catastrophic forgetting early on CPT when English is not included. This in turn damages the ability of the model to generalize to downstream prompts in the target language as measured by perplexity, even if it does not manifest in terms of accuracy until later in training, and can be tied to a big shift in the model parameters. Based on these insights, we introduce curriculum learning and exponential moving average (EMA) of weights as effective alternatives to mitigate the need for English. All in all, our work sheds light into the dynamics by which emergent abilities arise when doing CPT for language adaptation, and can serve as a foundation to design more effective methods in the future.
509	2025	Emergent effects of scaling on the functional hierarchies within large language models	Paul C. Bogdan	arxiv	arXiv	http://arxiv.org/abs/2501.07359v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS	PASS	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	"Large language model (LLM) architectures are often described as functionally hierarchical: Early layers process syntax, middle layers begin to parse semantics, and late layers integrate information. The present work revisits these ideas. This research submits simple texts to an LLM (e.g., ""A church and organ"") and extracts the resulting activations. Then, for each layer, support vector machines and ridge regressions are fit to predict a text's label and thus examine whether a given layer encodes some information. Analyses using a small model (Llama-3.2-3b; 28 layers) partly bolster the common hierarchical perspective: Item-level semantics are most strongly represented early (layers 2-7), then two-item relations (layers 8-12), and then four-item analogies (layers 10-15). Afterward, the representation of items and simple relations gradually decreases in deeper layers that focus on more global information. However, several findings run counter to a steady hierarchy view: First, although deep layers can represent document-wide abstractions, deep layers also compress information from early portions of the context window without meaningful abstraction. Second, when examining a larger model (Llama-3.3-70b-Instruct), stark fluctuations in abstraction level appear: As depth increases, two-item relations and four-item analogies initially increase in their representation, then markedly decrease, and afterward increase again momentarily. This peculiar pattern consistently emerges across several experiments. Third, another emergent effect of scaling is coordination between the attention mechanisms of adjacent layers. Across multiple experiments using the larger model, adjacent layers fluctuate between what information they each specialize in representing. In sum, an abstraction hierarchy often manifests across layers, but large models also deviate from this structure in curious ways."
510	2025	Emergent Hierarchical Reasoning in LLMs through Reinforcement Learning	Haozhe Wang; Qixin Xu; Che Liu; Junhong Wu; Fangzhen Lin; Wenhu Chen	arxiv	arXiv	http://arxiv.org/abs/2509.03646v3	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	"Reinforcement Learning (RL) has proven highly effective at enhancing the complex reasoning abilities of Large Language Models (LLMs), yet underlying mechanisms driving this success remain largely opaque. Our analysis reveals that puzzling phenomena like ``aha moments"", ``length-scaling'' and entropy dynamics are not disparate occurrences but hallmarks of an emergent reasoning hierarchy, akin to the separation of high-level strategic planning from low-level procedural execution in human cognition. We uncover a compelling two-phase dynamic: initially, a model is constrained by procedural correctness and must improve its low-level skills. The learning bottleneck then decisively shifts, with performance gains being driven by the exploration and mastery of high-level strategic planning. This insight exposes a core inefficiency in prevailing RL algorithms like GRPO, which apply optimization pressure agnostically and dilute the learning signal across all tokens. To address this, we propose Hierarchy-Aware Credit Assignment (HICRA), an algorithm that concentrates optimization efforts on high-impact planning tokens. Our extensive experiments validate that HICRA significantly outperforms strong baselines, and offer deep insights into how reasoning advances through the lens of strategic exploration."
